user_id,display_name,reputation,gold_badges,silver_badges,bronze_badges,days_since_last_access,kmeans_cluster,kmeans_level,quality_score
284758,Brent Arias,30343,42,140,246,258,0,Weak,0.026349222
209199,Cory Nelson,30341,5,78,114,12,0,Weak,0.006094709
134725,Mike Brind,30340,6,65,95,6,0,Weak,0.005440977
6578080,Zhorov,30338,6,32,56,5,0,Weak,0.003864706
96944,Jannie Theunissen,30334,21,110,136,5,0,Weak,0.010605329
31765,Ian G,30324,22,82,94,89,0,Weak,0.011999623
60956,Joel,30316,36,113,140,441,0,Weak,0.027979293
81398,Bjarke Freund-Hansen,30312,27,96,141,1045,2,Average,0.0448438
982341,GreyBeardedGeek,30307,2,51,71,5,0,Weak,0.003696266
1094403,Luis Casillas,30307,7,52,104,1090,2,Average,0.040067922
52913,MainID,30304,19,60,70,5633,1,Strong,0.186759955
418400,Fuji,30304,3,32,29,628,0,Weak,0.022436971
4727,Leon Timmermans,30303,2,65,111,5,0,Weak,0.004852756
10315163,Ynjxsjmh,30298,7,43,64,6,0,Weak,0.004522384
171950,Muhammad Hewedy,30296,45,134,226,28,0,Weak,0.019137319
10185816,Ivan Glasenberg,30295,2,56,68,298,0,Weak,0.013061768
1171620,Suzan Cioc,30287,65,222,392,1033,2,Average,0.06103089
205192,DougW,30285,19,84,108,190,0,Weak,0.014880629
6265620,Edward,30284,12,84,141,11,0,Weak,0.008326332
5298879,Zegarek,30281,5,27,32,5,0,Weak,0.003012532
1200558,Greg Dean,30277,15,70,79,766,0,Weak,0.031393433
186541,Tim Gautier,30272,5,50,53,28,0,Weak,0.004687193
9936,Martin Cote,30270,15,78,99,548,0,Weak,0.025055362
85952,Sreedhar,30267,39,128,198,24,0,Weak,0.016937174
216314,Tyler Brock,30266,16,82,82,534,0,Weak,0.024555007
1382251,barak manos,30264,10,67,117,456,0,Weak,0.021158295
1394393,jpmc26,30260,14,100,152,7,0,Weak,0.009222213
303,NotMyself,30257,17,58,74,1240,2,Average,0.046556189
157519,Juanjo Conti,30253,45,113,135,370,0,Weak,0.027615714
131238,super9,30251,42,125,172,767,0,Weak,0.040628129
287436,mheavers,30248,63,201,329,257,0,Weak,0.034085308
337522,sushil bharwani,30247,31,98,130,42,0,Weak,0.013619329
25188,John D. Cook,30245,10,70,94,658,0,Weak,0.027156083
270,roryf,30238,17,84,105,284,0,Weak,0.01735448
161832,Anatoliy,30231,5,48,47,516,0,Weak,0.020039356
7894,Galen,30228,9,75,90,4453,1,Strong,0.147715991
18907,Chris Cudmore,30221,12,60,96,7,0,Weak,0.006711586
1788806,Willi Mentzel,30220,21,120,130,7,0,Weak,0.010740393
897024,kapex,30216,6,117,128,8,0,Weak,0.007312418
222893,weakish,30210,5,53,65,6,0,Weak,0.004300143
783043,imotov,30208,3,93,87,495,0,Weak,0.02074472
1127485,sschuberth,30208,8,108,151,26,0,Weak,0.008629731
111777,Edward Dale,30203,15,93,131,21,0,Weak,0.009283664
608820,Augusto,30200,6,66,98,35,0,Weak,0.006430829
667984,Renato Zannon,30191,7,42,47,7,0,Weak,0.004154632
173677,Vladislav Rastrusny,30183,23,100,158,14,0,Weak,0.011574261
1068232,Andr&#225;s Kov&#225;cs,30183,3,56,103,5,0,Weak,0.004695482
371637,Adam Tuliper,30182,4,56,71,139,0,Weak,0.008498149
3185569,Zein Makki,30182,6,59,66,1708,2,Average,0.058830988
42124,Ray Booysen,30180,14,89,112,19,0,Weak,0.008500885
912946,niutech,30180,15,102,110,279,0,Weak,0.017234756
642161,dmon,30178,8,90,96,273,0,Weak,0.014921683
417292,jcoder,30175,21,94,133,823,0,Weak,0.036206094
546272,Andy,30175,9,44,59,179,0,Weak,0.010372574
724461,Andrey Kamaev,30170,6,100,89,1842,2,Average,0.064467323
49407,max,30163,12,57,82,6,0,Weak,0.006307921
211960,Daniel Hepper,30157,10,78,79,783,0,Weak,0.030973096
281028,The Scrum Meister,30151,8,69,65,6,0,Weak,0.00530671
34707,Edward Kmett,30142,7,90,108,486,0,Weak,0.021728252
7903,Patrick Cuff,30136,12,70,95,872,2,Average,0.034419729
7365866,Ben Butterworth,30135,12,168,232,5,0,Weak,0.011869133
149436,Evan Trimboli,30134,6,49,68,5,0,Weak,0.00445983
144170,Nelson,30132,5,37,31,492,0,Weak,0.018683495
1279787,Chris White,30129,4,75,96,176,0,Weak,0.010612029
377031,David B,30128,51,137,188,5143,1,Strong,0.182475506
3450034,ryeballar,30128,10,67,76,7,0,Weak,0.005974779
501187,Fresheyeball,30121,21,106,168,240,0,Weak,0.0186538
179216,Jeff B,30119,7,64,91,7,0,Weak,0.00555967
489400,Conor,30119,3,18,4,5557,1,Strong,0.178425894
225,brendan,30116,20,70,109,130,0,Weak,0.012892589
2741273,Francesc,30116,12,77,92,100,0,Weak,0.009936955
554988,Garrett Hall,30110,10,65,77,1355,2,Average,0.048846554
8026,MetroidFan2002,30109,16,66,82,1355,2,Average,0.050315703
1490355,SingerOfTheFall,30108,9,74,107,415,0,Weak,0.019545846
421611,Haris Hasan,30105,13,97,124,138,0,Weak,0.012483025
78720,sigjuice,30097,14,71,96,437,0,Weak,0.021061873
51167,vy32,30091,39,140,266,9,0,Weak,0.018149566
5108418,Tamas Hegedus,30089,12,67,102,6,0,Weak,0.006941068
620338,Matt Handy,30085,3,91,116,6,0,Weak,0.005745028
3213034,Amir Popovich,30084,9,59,102,5,0,Weak,0.006066163
6522,Eric Labashosky,30081,14,42,32,6,0,Weak,0.005351384
3857758,Ursus,30081,3,36,52,8,0,Weak,0.003255899
1088797,Dan Prince,30079,15,94,124,400,0,Weak,0.021199285
287,basszero,30072,9,59,80,1175,2,Average,0.042825276
753632,Johann,30063,45,190,327,28,0,Weak,0.02247175
209706,Mot,30058,24,88,122,4617,1,Strong,0.15722836
377037,Tom van der Woerdt,30053,7,76,105,733,0,Weak,0.029211118
304174,Razor,30048,8,57,77,21,0,Weak,0.00576905
5475003,Eddie Chen - MSFT,30046,2,49,60,552,0,Weak,0.020789559
49241,Adam Ralph,30044,5,63,68,16,0,Weak,0.004875439
576758,Tapas Bose,30036,78,223,340,7,0,Weak,0.030161986
1118101,theglauber,30035,7,32,47,937,2,Average,0.033513056
225647,avpaderno,30034,17,81,95,6,0,Weak,0.008202293
542251,Liam,30034,28,145,206,965,2,Average,0.044929041
19165,Bob Fanger,30031,7,68,83,5,0,Weak,0.0053991
178560,Johannes Charra,30031,6,45,54,37,0,Weak,0.005078777
1040885,Bill Shannon,30031,6,43,43,2103,2,Average,0.07054421
3051,Moe,30030,10,55,70,25,0,Weak,0.006148059
1822379,Alan Thompson,30030,7,46,51,20,0,Weak,0.004718441
932728,Peter Bons,30028,4,64,83,5,0,Weak,0.004642296
66725,horseyguy,30023,20,111,151,365,0,Weak,0.022138707
297114,Oscar Mederos,30023,25,91,128,72,0,Weak,0.013009988
869951,Oliver,30021,12,81,114,17,0,Weak,0.00783987
814253,DonCallisto,30017,9,74,104,6,0,Weak,0.006454389
442760,cafce25,30014,5,50,69,5,0,Weak,0.004263255
647794,moe,30004,4,21,16,4099,1,Strong,0.132559134
774612,Niklas,30002,5,54,74,1625,2,Average,0.056005976
29595,Logan Serman,30000,28,107,144,1525,2,Average,0.060600824
182693,Sean,30000,5,85,111,13,0,Weak,0.006167349
3695983,Alvaro Montoro,29995,7,68,92,7,0,Weak,0.005650535
438982,ipmcc,29994,5,89,154,141,0,Weak,0.01124593
144846,bobDevil,29993,3,34,30,452,0,Weak,0.016859238
610940,Kartik Domadiya,29986,19,95,104,83,0,Weak,0.011586732
377,ZombieSheep,29983,12,72,114,21,0,Weak,0.007768559
14139,brianegge,29982,13,77,103,291,0,Weak,0.016455895
1263942,Bruno Grieder,29982,10,73,104,6,0,Weak,0.006651679
1891,Jay Conrod,29980,20,101,110,5,0,Weak,0.00958471
341201,feeela,29979,7,61,73,5,0,Weak,0.005027644
414972,Thomas Clayson,29975,26,153,226,144,0,Weak,0.01894856
1141471,4pie0,29974,10,87,126,149,0,Weak,0.011972961
136445,Manfred Moser,29972,13,98,123,5,0,Weak,0.008233082
1047788,user7610,29968,18,153,172,5,0,Weak,0.011581112
413910,The Surrican,29964,24,127,168,405,0,Weak,0.025005401
894321,alexisdm,29956,6,68,102,37,0,Weak,0.006590516
7831,Chris Pietschmann,29954,36,124,167,257,0,Weak,0.022890096
67219,soemirno,29954,3,22,14,5109,1,Strong,0.164447718
149389,Ro Marcus Westin,29950,4,20,11,677,0,Weak,0.023529235
17123,Peter,29947,23,93,126,7,0,Weak,0.010484709
710284,Oded Breiner,29947,10,110,74,37,0,Weak,0.007787112
326821,gruber,29939,36,132,221,3693,1,Strong,0.133555392
173634,ben,29937,42,131,184,3832,1,Strong,0.138505851
356387,some_id,29936,64,190,310,1027,2,Average,0.058126797
1035893,HaNdTriX,29936,11,83,86,12,0,Weak,0.006889774
84885,Atma,29933,57,206,307,1034,2,Average,0.057064754
429982,Gerrat,29925,9,79,105,11,0,Weak,0.006730136
1401900,Paulo Bu,29924,6,77,74,410,0,Weak,0.018050117
87427,James World,29921,10,98,124,5,0,Weak,0.007577284
12460,Gant,29919,6,49,67,644,0,Weak,0.024743868
357236,goh,29919,30,95,156,1724,2,Average,0.067368238
4758255,ישו אוהב אותך,29916,11,83,98,1190,2,Average,0.044629978
797593,bejoy george,29915,5,21,15,4983,1,Strong,0.160879791
559676,Yihui Xie,29914,24,208,440,35,0,Weak,0.020787084
71,Dillie-O,29913,14,103,142,95,0,Weak,0.01182674
60617,f3lix,29913,11,68,87,239,0,Weak,0.013809107
2079900,Amit Chigadani,29911,14,88,102,8,0,Weak,0.00787945
223863,Exitos,29910,39,129,180,931,2,Average,0.045388217
894061,Adam Cameron,29898,4,39,83,7,0,Weak,0.004151015
1143825,Ilya,29897,20,120,161,257,0,Weak,0.019092662
17027,Mahmoud Al-Qudsi,29895,13,94,130,5,0,Weak,0.008286591
984003,user984003,29893,69,205,320,6,0,Weak,0.027284863
66849,PHeiberg,29891,6,61,82,5,0,Weak,0.004985033
583834,arturomp,29890,11,49,74,15,0,Weak,0.005991203
11289,Axeman,29888,2,50,104,12,0,Weak,0.004547786
110088,Robert Greiner,29887,9,67,86,274,0,Weak,0.01442957
3897775,Rounin,29886,13,103,127,9,0,Weak,0.008542006
23264,Peter Parker,29885,5,55,81,5,0,Weak,0.00461035
5684257,HTNW,29885,2,38,63,5,0,Weak,0.003189216
39013,Josiah Ruddell,29881,8,68,68,240,0,Weak,0.012759676
1446005,RandomSeed,29879,6,54,91,13,0,Weak,0.00528008
4686625,miradulo,29875,7,86,97,11,0,Weak,0.006255862
658718,Konrad Reiche,29873,16,114,147,331,0,Weak,0.020121805
675065,Alp,29867,29,123,204,15,0,Weak,0.014383645
243755,zjffdu,29858,52,122,174,6,0,Weak,0.018572224
704371,Johan Dettmar,29858,5,35,31,36,0,Weak,0.004093185
10907864,Promise Preston,29856,18,177,173,48,0,Weak,0.013471976
118228,djangofan,29853,62,211,308,74,0,Weak,0.027751386
2681948,Romasz,29850,14,86,161,15,0,Weak,0.009313628
6207849,Nickil Maveli,29849,10,86,88,335,0,Weak,0.01704045
591495,obataku,29846,4,46,57,67,0,Weak,0.005647518
718762,alwbtc,29845,63,142,197,1719,2,Average,0.07646158
190371,MarkPflug,29838,8,52,58,6,0,Weak,0.004749593
70261,chuckj,29835,7,57,56,17,0,Weak,0.004940485
4009451,smeeb,29835,74,280,477,2853,2,Average,0.123963556
43140,Mark Bell,29833,26,122,150,8,0,Weak,0.012308887
4003419,LukStorms,29833,5,36,49,6,0,Weak,0.00354189
7294647,Jacob G.,29830,7,71,122,6,0,Weak,0.00630319
12483095,iDecode,29825,26,152,254,187,0,Weak,0.020874564
2698552,Chillar Anand,29824,10,126,144,5,0,Weak,0.008594417
383414,Richard Le Mesurier,29821,23,144,263,5,0,Weak,0.014432643
134484,Mark Richman,29810,26,105,166,400,0,Weak,0.024756803
724176,Hugo,29810,9,87,102,7,0,Weak,0.006695329
2742396,Rich Harris,29810,3,92,100,6,0,Weak,0.005387441
556617,Paul Beusterien,29809,8,92,156,7,0,Weak,0.007734821
406693,Roman Bodnarchuk,29807,12,62,76,20,0,Weak,0.006685038
465408,Hooch,29803,33,108,167,6,0,Weak,0.013868235
7093741,Chris,29802,3,34,56,31,0,Weak,0.003993161
781,Esteban Araya,29791,26,112,141,538,0,Weak,0.028761209
10559,jwfearn,29787,28,102,125,148,0,Weak,0.016239678
1367,Wilka,29783,15,79,99,13,0,Weak,0.007987215
480949,Fatih Acet,29779,9,55,58,460,0,Weak,0.019476789
69818,Ish,29776,11,62,78,104,0,Weak,0.009173268
194544,beryllium,29775,15,110,127,8,0,Weak,0.009092821
569654,Beginner,29775,65,161,240,130,0,Weak,0.027663067
11987538,7uc1f3r,29775,18,40,55,5,0,Weak,0.006621766
1116,Johnno Nolan,29765,19,114,160,614,0,Weak,0.030061547
9938317,rioV8,29764,4,48,68,5,0,Weak,0.003942025
353852,krock,29757,13,81,86,1087,2,Average,0.041478242
102703,Roman Nurik,29755,7,86,82,1721,2,Average,0.06033413
85421,user85421,29752,11,66,96,5,0,Weak,0.006490911
410102,akonsu,29746,39,126,206,7,0,Weak,0.016454869
1594933,gontard,29740,11,96,118,598,0,Weak,0.026475517
315427,Pablo,29737,37,139,227,12,0,Weak,0.01689478
2612235,nowox,29736,49,180,361,7,0,Weak,0.023166264
613064,Simon Richter,29734,1,50,71,5,0,Weak,0.003374835
3509,Nir,29724,11,69,104,14,0,Weak,0.007009276
63333,Lloyd,29721,5,89,100,5,0,Weak,0.005726161
742469,Op De Cirkel,29721,6,43,53,956,2,Average,0.034217235
446261,Pieter van Ginkel,29720,8,77,114,5,0,Weak,0.006437975
207524,Crystal,29718,65,230,406,416,0,Weak,0.041792528
420055,chl,29717,5,55,72,1102,2,Average,0.039303848
2314737,user2314737,29717,20,109,126,5,0,Weak,0.010064031
101126,johannix,29706,15,42,42,3724,1,Strong,0.124052246
983064,Gigi,29698,32,117,198,478,0,Weak,0.029507561
393087,rsk82,29697,54,159,251,3240,1,Strong,0.124352738
9274732,Ben.T,29695,6,39,57,6,0,Weak,0.003982644
1247192,jcarballo,29693,3,30,30,180,0,Weak,0.008077664
2065039,Guruprasad J Rao,29693,16,113,212,5,0,Weak,0.011093346
230636,jbochi,29692,16,78,90,2888,2,Average,0.099472106
221061,Chris Laplante,29689,18,110,137,42,0,Weak,0.011047672
105066,hoju,29682,41,138,178,88,0,Weak,0.019129672
996493,Lucifer,29680,25,93,144,559,0,Weak,0.028846831
2311074,Adam,29679,30,187,282,5,0,Weak,0.017309163
44952,codymanix,29678,21,98,155,10,0,Weak,0.010825452
633438,Sean Anderson,29671,33,133,244,122,0,Weak,0.019727289
20029,Zach Scrivena,29669,12,66,73,3284,1,Strong,0.110554785
815792,tw16,29669,7,65,64,318,0,Weak,0.014839915
317937,buley,29668,18,90,108,8,0,Weak,0.008912281
4826457,Suraj Rao,29656,11,96,104,17,0,Weak,0.00767625
332960,Chris Schmich,29654,5,79,94,2205,2,Average,0.075381747
43756,kal,29651,50,133,149,5152,1,Strong,0.181554191
337166,jvnill,29649,5,86,86,74,0,Weak,0.007548154
1513384,ntalbs,29648,8,72,87,5,0,Weak,0.005743064
1008891,Peter Alfvin,29639,9,72,114,305,0,Weak,0.016089654
27109,JohnnyM,29636,10,42,37,6,0,Weak,0.004505144
626692,Neville Kuyt,29634,2,40,52,56,0,Weak,0.004586244
128595,Eli Barzilay,29633,3,69,115,99,0,Weak,0.008149671
3689450,VLAZ,29633,9,65,88,5,0,Weak,0.005835404
187954,Michael Robinson,29631,12,109,131,641,0,Weak,0.028610507
36036,Aximili,29630,58,164,228,183,0,Weak,0.027573742
36388,P Daddy,29627,9,73,95,11,0,Weak,0.006347356
324085,thedjpetersen,29625,4,28,28,16,0,Weak,0.002987473
133830,peakit,29619,27,67,80,367,0,Weak,0.021247183
754787,Didier Dupont,29618,7,73,90,219,0,Weak,0.012411164
885028,aga,29614,13,91,127,6,0,Weak,0.008152207
4304,zdan,29610,7,62,73,5,0,Weak,0.004999906
1169959,Chase,29609,1,52,49,15,0,Weak,0.003248589
21590,Harry Lime,29606,4,34,38,8,0,Weak,0.003073377
6064933,jdhao,29605,23,162,324,5,0,Weak,0.016096246
299711,arik,29600,36,104,164,5,0,Weak,0.014329504
7130820,Andrii Turkovskyi,29596,19,99,108,37,0,Weak,0.010242496
419425,Jeanluca Scaljeri,29592,68,241,391,64,0,Weak,0.031160373
6094348,Yousaf,29591,6,54,78,5,0,Weak,0.00470888
22489,LeopardSkinPillBoxHat,29589,16,80,114,5,0,Weak,0.008272712
126353,Nathan Campos,29587,62,202,309,5,0,Weak,0.025348057
2307070,Thomas Ayoub,29587,16,98,149,5,0,Weak,0.009408484
39648,Sandeep Datta,29584,18,74,92,137,0,Weak,0.012319642
75224,stej,29579,11,76,106,244,0,Weak,0.014502261
611,OJ.,29577,6,59,71,599,0,Weak,0.023566878
825920,ca9163d9,29577,74,252,469,47,0,Weak,0.03386388
41012,Ben Lings,29573,14,75,81,11,0,Weak,0.007200881
5343387,Matthew Schuchard,29569,3,61,79,5,0,Weak,0.004207474
355270,mdsumner,29567,6,85,91,19,0,Weak,0.006095971
30447,PA.,29563,10,78,102,6,0,Weak,0.006660482
227536,Regexident,29562,10,96,100,6,0,Weak,0.007004605
5093961,Steven Spungin,29553,7,97,85,14,0,Weak,0.006288097
111995,geekQ,29551,13,64,58,78,0,Weak,0.008377819
229761,Alex Reisner,29547,6,59,53,125,0,Weak,0.008094151
603003,ComFreek,29545,18,107,157,235,0,Weak,0.017533544
456851,sudo rm -rf,29544,19,106,161,1870,2,Average,0.069849609
5101046,Scott Hannen,29540,4,53,69,5,0,Weak,0.004041048
54736,Silfverstrom,29528,6,49,57,615,0,Weak,0.023554864
7832584,Jonathan Worthington,29524,2,101,138,14,0,Weak,0.006387096
258674,dev-null-dweller,29522,3,68,87,387,0,Weak,0.016678846
2469283,inclement,29518,4,51,63,8,0,Weak,0.003962174
648313,Volo,29516,12,100,127,12,0,Weak,0.008300124
79980,useranon,29514,31,101,150,956,2,Average,0.043099136
53771,Spence,29512,15,71,106,333,0,Weak,0.018111799
3965631,Tim Lewis,29512,14,82,110,5,0,Weak,0.007772918
863110,Mosh Feu,29510,18,94,142,12,0,Weak,0.00983208
218857,Sandeep,29509,3,36,24,2812,2,Average,0.091808703
3208297,blue note,29507,10,85,110,5,0,Weak,0.006942905
2753526,Pork Chop,29505,5,69,82,74,0,Weak,0.007077788
327317,Davor Lucic,29500,9,68,77,19,0,Weak,0.006092276
1132524,Rik Poggi,29500,7,70,84,345,0,Weak,0.016212057
1902513,scanny,29499,6,65,101,20,0,Weak,0.005902653
638529,providence,29493,13,48,63,33,0,Weak,0.006701047
7581,itsadok,29490,32,133,176,12,0,Weak,0.014524106
998117,Doug Smith,29486,59,217,405,209,0,Weak,0.033532736
44523,Esko,29485,11,59,83,10,0,Weak,0.006185675
1089967,lance-java,29484,6,74,114,5,0,Weak,0.005895045
1892179,Theodoros Chatzigiannakis,29483,9,73,108,440,0,Weak,0.020257885
350384,Mariusz Pawelski,29482,14,75,87,7,0,Weak,0.007189847
7446,Ville Laurikari,29478,7,64,56,493,0,Weak,0.020190542
105084,Matthew,29478,29,107,173,368,0,Weak,0.024557395
397195,Marwelln,29473,21,97,120,276,0,Weak,0.018492208
9444073,cruisepandey,29472,6,23,43,16,0,Weak,0.003627461
3598756,user3598756,29471,4,20,30,58,0,Weak,0.004174213
3118209,Arpit Aggarwal,29470,16,98,110,9,0,Weak,0.008685577
230,Dan,29467,44,153,211,326,0,Weak,0.02837369
187997,M. S. B.,29461,2,52,75,1556,2,Average,0.053046081
34516,Morgan Christiansson,29460,1,22,14,269,0,Weak,0.009917367
4855306,bryan60,29460,5,56,71,20,0,Weak,0.004838471
446,andynil,29458,2,32,26,1158,2,Average,0.038901967
3282056,rcgldr,29455,3,41,70,5,0,Weak,0.003569604
49910,Muad&#39;Dib,29454,5,59,71,4978,1,Strong,0.162674654
2112633,usha,29449,5,75,94,277,0,Weak,0.013915953
245265,Emile Cormier,29447,15,103,134,10,0,Weak,0.00911197
248914,Betamos,29447,9,26,29,250,0,Weak,0.011505732
4926357,A.S.H,29447,6,25,50,452,0,Weak,0.017691232
1531054,s.d,29444,3,82,133,239,0,Weak,0.013244233
391605,Mike Gledhill,29443,8,161,163,6,0,Weak,0.009287667
1512956,Marcelo De Polli,29441,4,41,47,7,0,Weak,0.003362654
380384,John Alexiou,29432,12,83,137,12,0,Weak,0.008137358
431537,Lorenzo,29427,50,129,224,974,2,Average,0.05009178
77409,James Ward,29423,9,52,85,285,0,Weak,0.014373746
1811501,thaJeztah,29423,9,77,92,61,0,Weak,0.007933037
647053,Ram Ghadiyaram,29422,16,102,134,9,0,Weak,0.009278772
1514653,Omesh,29419,6,44,51,546,0,Weak,0.021108702
3141792,BionicCode,29412,5,36,52,5,0,Weak,0.003518086
59015,Marty Pitt,29410,38,130,204,6,0,Weak,0.016197959
5585371,Ferran Buireu,29405,7,48,73,5,0,Weak,0.004671507
1871033,CherryDT,29403,5,57,86,5,0,Weak,0.004696034
852254,David Stone,29402,17,73,86,39,0,Weak,0.008803455
439427,Rubens Mariuzzo,29401,28,125,149,13,0,Weak,0.012900385
3397217,LinusG.,29400,32,124,183,5,0,Weak,0.014245613
64495,Bj&#246;rn,29399,9,67,84,3131,1,Strong,0.105236527
97627,Paul Wagland,29399,10,55,75,11,0,Weak,0.005725348
15649,Leonel,29398,26,82,107,62,0,Weak,0.012188913
971592,kentcdodds,29395,33,114,194,446,0,Weak,0.028522186
1841194,frogatto,29395,13,90,137,27,0,Weak,0.008983732
85306,Tano,29388,8,66,92,76,0,Weak,0.007945696
105662,hobodave,29388,4,74,77,408,0,Weak,0.017467709
94169,smatter,29384,64,180,270,267,0,Weak,0.032797557
1048479,Nick Tomlin,29381,12,65,96,5,0,Weak,0.006643364
1385039,Michael Ekstrand,29380,10,65,96,5,0,Weak,0.006196303
1641621,ggael,29375,2,70,74,118,0,Weak,0.007640515
77017,Marek Karbarz,29374,6,55,73,454,0,Weak,0.018882415
2811,diciu,29363,4,54,69,1137,2,Average,0.040061206
3006737,Yahya Uddin,29349,40,159,250,153,0,Weak,0.022922518
129750,IttayD,29343,28,129,180,13,0,Weak,0.013642043
11755,dagda1,29331,68,259,481,7,0,Weak,0.031624715
781150,Artsiom Rudzenka,29331,5,36,53,193,0,Weak,0.009511175
5409,Rik,29329,14,52,69,6,0,Weak,0.006257846
50394,Luca Matteis,29327,22,118,172,35,0,Weak,0.012591475
81424,MartinStettner,29324,15,84,106,168,0,Weak,0.013115655
857132,John3136,29323,4,55,77,7,0,Weak,0.004289936
369792,Jason Goemaat,29321,15,89,119,6,0,Weak,0.008345832
1695163,ddavison,29320,17,90,117,55,0,Weak,0.010330598
2293534,SkyWalker,29316,14,77,134,6,0,Weak,0.008184658
8449629,Z.Lin,29315,7,61,100,5,0,Weak,0.005516824
17949945,Alexander Ivanchenko,29314,6,30,54,221,0,Weak,0.010515761
254635,ib.,29304,13,89,108,10,0,Weak,0.007788529
2564200,Santhosh,29304,9,84,88,95,0,Weak,0.009064021
924299,showdev,29300,37,61,82,95,0,Weak,0.014697503
1585345,bbsimonbb,29300,18,93,129,11,0,Weak,0.009472538
8162520,Mayukh Bhattacharya,29298,9,32,46,5,0,Weak,0.004182319
245679,MD Sayem Ahmed,29296,27,116,183,16,0,Weak,0.013292431
478656,TessellatingHeckler,29293,4,55,96,5,0,Weak,0.00462888
8583563,skirtle,29282,4,49,63,15,0,Weak,0.004110427
2858170,Piglet,29277,3,31,51,5,0,Weak,0.002924229
23934,Drew Hall,29261,13,66,82,325,0,Weak,0.016755699
1953283,Ian Stapleton Cordasco,29255,4,74,73,552,0,Weak,0.021946702
83809,Dutchie432,29250,20,94,110,565,0,Weak,0.027156981
841830,Darren Cook,29248,13,127,239,5,0,Weak,0.011242402
2133,Manu,29243,28,79,84,62,0,Weak,0.012058458
4574281,WasiF,29237,16,130,138,9,0,Weak,0.009941769
127440,Jason Evans,29236,16,95,157,320,0,Weak,0.019492198
2979617,M Oehm,29236,3,36,44,133,0,Weak,0.006949667
106410,Zepplock,29235,4,37,50,104,0,Weak,0.006400065
4989460,stdob--,29235,6,62,77,10,0,Weak,0.004971107
877235,stdcall,29230,19,85,126,15,0,Weak,0.009577724
7943564,glennsl,29212,12,60,80,54,0,Weak,0.007730172
1103682,jeet,29209,6,56,54,39,0,Weak,0.005269262
55948,kenwarner,29208,31,134,174,12,0,Weak,0.014241715
232918,doron,29208,12,73,112,6,0,Weak,0.007166516
1152000,lakshmen,29204,68,184,287,157,0,Weak,0.030616798
149573,Todd Main,29203,11,85,151,27,0,Weak,0.008703262
70795,Mark,29201,8,66,94,538,0,Weak,0.022665211
4283581,Grant Miller,29199,16,158,171,126,0,Weak,0.014968119
5184681,MostafaMashayekhi,29199,3,23,40,11,0,Weak,0.002697332
2914140,CoolMind,29197,18,209,247,5,0,Weak,0.014287362
129322,Fabian Jakobs,29193,8,46,40,14,0,Weak,0.004403885
226086,Nas Banov,29190,6,51,69,41,0,Weak,0.005543848
7021,Sam,29189,51,174,252,5,0,Weak,0.021014986
2713729,Janne Annala,29187,9,36,43,6,0,Weak,0.004221142
7359094,Fran&#231;ois Andrieux,29186,6,61,93,5,0,Weak,0.005126349
673664,Dave,29179,26,117,184,52,0,Weak,0.014241842
702469,Jashwant,29175,16,77,110,55,0,Weak,0.009658449
135769,3Dave,29171,18,91,155,6,0,Weak,0.009809596
187907,sa125,29171,38,114,158,1008,2,Average,0.04672308
97558,RichardOD,29169,10,63,81,48,0,Weak,0.007172484
137080,Williham Totland,29169,6,54,68,5,0,Weak,0.004438571
438742,kan,29168,7,75,112,6,0,Weak,0.006086866
501459,Mud,29168,12,64,100,128,0,Weak,0.010593116
62365,Diego Sevilla,29165,4,62,91,15,0,Weak,0.004973541
220060,nalply,29165,15,84,105,108,0,Weak,0.01116373
555576,Konstantin Komissarchik,29159,6,64,61,41,0,Weak,0.005648055
7862821,nickgryg,29153,7,82,83,643,0,Weak,0.025885285
1101095,Nate,29152,39,138,232,3616,1,Strong,0.132034896
96982,Ganesh Sittampalam,29151,4,82,102,6,0,Weak,0.005350733
809117,Yashwanth Kumar,29149,15,67,69,658,0,Weak,0.027527648
17580381,jackal,29146,3,10,28,5,0,Weak,0.001962994
771073,Martin Bonner supports Monica,29145,3,56,91,6,0,Weak,0.004331994
7752296,chitown88,29144,6,34,68,6,0,Weak,0.004036995
10792,senfo,29142,16,79,106,8,0,Weak,0.008115829
1784834,Saharsh Shah,29141,9,53,85,28,0,Weak,0.006179415
53162,Ken Browning,29131,6,59,68,2679,2,Average,0.089632503
915064,FtDRbwLXw6,29129,16,74,108,451,0,Weak,0.022146434
111734,gav,29122,23,67,91,261,0,Weak,0.017149291
166940,teepusink,29110,37,110,148,1862,2,Average,0.073367284
1305969,zx485,29110,28,55,65,6,0,Weak,0.009336025
198927,Petrus Theron,29106,43,168,297,5,0,Weak,0.020050161
54426,Rich Apodaca,29104,18,109,133,680,0,Weak,0.031164812
518955,Robert Levy,29101,6,66,96,20,0,Weak,0.005764047
3769905,BonsaiOak,29101,7,36,56,287,0,Weak,0.012982858
3348604,Jan Garaj,29087,3,49,73,5,0,Weak,0.003756719
7609093,Brando Zhang,29082,6,42,71,185,0,Weak,0.009961046
2532070,YPCrumble,29081,26,115,177,229,0,Weak,0.01966842
401390,Sdaz MacSkibbons,29074,7,35,34,5257,1,Strong,0.170641298
492620,oz123,29074,31,133,196,5,0,Weak,0.014450367
358556,mekwall,29064,6,78,77,35,0,Weak,0.006087882
170931,Just a learner,29062,55,170,251,5,0,Weak,0.021784482
